WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
073 JUL 14 - JUL 20,Seine,Sockeye,1297016,7/14/1996,73,1996,7
073 JUL 14 - JUL 20,Troll,Sockeye,6649,7/14/1996,73,1996,7
073 JUL 14 - JUL 20,Gillnet,Steelhead,184,7/14/1996,73,1996,7
073 JUL 14 - JUL 20,Seine,Steelhead,71,7/14/1996,73,1996,7
073 JUL 13 - JUL 19,Gillnet,Chinook,25591,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Chinook,8019,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Chinook,222841,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Gillnet,Chum,140949,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Chum,178019,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Chum,24868,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Gillnet,Coho,22637,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Coho,1184,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Coho,24824,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Gillnet,Pink,149742,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Pink,258359,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Pink,56079,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Gillnet,Sockeye,1210158,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Sockeye,436814,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Sockeye,23925,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Gillnet,Steelhead,83,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Seine,Steelhead,4,7/13/1997,73,1997,7
073 JUL 13 - JUL 19,Troll,Steelhead,3,7/13/1997,73,1997,7
073 JUL 12 - JUL 18,Gillnet,Chinook,12327,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Seine,Chinook,2288,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Troll,Chinook,63537,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Gillnet,Chum,156214,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Seine,Chum,265406,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Troll,Chum,1627,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Gillnet,Coho,169,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Seine,Coho,7,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Gillnet,Pink,26549,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Seine,Pink,74612,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Troll,Pink,1772,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Gillnet,Sockeye,199792,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Seine,Sockeye,28606,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Troll,Sockeye,3046,7/12/1998,73,1998,7
073 JUL 12 - JUL 18,Gillnet,Steelhead,204,7/12/1998,73,1998,7
073 JUL 11 - JUL 17,Gillnet,Chinook,11868,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Seine,Chinook,17,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Troll,Chinook,392,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Gillnet,Chum,236198,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Seine,Chum,120844,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Gillnet,Coho,35,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Gillnet,Pink,24068,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Seine,Pink,107226,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Gillnet,Sockeye,125914,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Seine,Sockeye,25486,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Troll,Sockeye,5201,7/11/1999,73,1999,7
073 JUL 11 - JUL 17,Gillnet,Steelhead,39,7/11/1999,73,1999,7
073 JUL 09 - JUL 15,Gillnet,Chinook,39728,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Seine,Chinook,15,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Gillnet,Chum,63485,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Seine,Chum,126938,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Gillnet,Coho,40,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Gillnet,Pink,42037,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Seine,Pink,67404,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Gillnet,Sockeye,913937,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Seine,Sockeye,114691,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Troll,Sockeye,435,7/9/2000,73,2000,7
073 JUL 09 - JUL 15,Gillnet,Steelhead,24,7/9/2000,73,2000,7
073 JUL 15 - JUL 21,Gillnet,Chinook,36158,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Troll,Chinook,6945,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Gillnet,Chum,302226,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Seine,Chum,187552,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Troll,Chum,330,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Gillnet,Coho,123,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Gillnet,Pink,66990,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Seine,Pink,290867,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Troll,Pink,4024,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Gillnet,Sockeye,1386023,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Seine,Sockeye,90930,7/15/2001,73,2001,7
073 JUL 15 - JUL 21,Troll,Sockeye,1661,7/15/2001,73,2001,7
073 JUL 14 - JUL 20,Gillnet,Chinook,22359,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Troll,Chinook,97,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Gillnet,Chum,142388,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Seine,Chum,77501,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Gillnet,Coho,1103,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Troll,Coho,340,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Gillnet,Pink,57425,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Seine,Pink,146928,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Gillnet,Sockeye,757700,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Seine,Sockeye,162911,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Troll,Sockeye,15041,7/14/2002,73,2002,7
073 JUL 14 - JUL 20,Gillnet,Steelhead,49,7/14/2002,73,2002,7
073 JUL 13 - JUL 19,Gillnet,Chinook,23232,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Troll,Chinook,44,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Gillnet,Chum,115840,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Seine,Chum,20699,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Gillnet,Coho,95,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Gillnet,Pink,330842,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Seine,Pink,1970215,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Troll,Pink,433,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Gillnet,Sockeye,881614,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Seine,Sockeye,158904,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Troll,Sockeye,589,7/13/2003,73,2003,7
073 JUL 13 - JUL 19,Gillnet,Steelhead,8,7/13/2003,73,2003,7
073 JUL 11 - JUL 17,Gillnet,Chinook,21731,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Seine,Chinook,4,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Troll,Chinook,5928,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Gillnet,Chum,183634,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Seine,Chum,86107,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Gillnet,Coho,612,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Seine,Coho,1707,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Troll,Coho,3234,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Gillnet,Pink,133585,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Seine,Pink,251127,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Troll,Pink,4541,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Gillnet,Sockeye,278547,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Seine,Sockeye,49422,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Troll,Sockeye,18,7/11/2004,73,2004,7
073 JUL 11 - JUL 17,Gillnet,Steelhead,9,7/11/2004,73,2004,7
073 JUL 10 - JUL 16,Gillnet,Chinook,13250,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Seine,Chinook,6,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Troll,Chinook,86905,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Gillnet,Chum,169758,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Seine,Chum,32141,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Troll,Chum,25,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Gillnet,Coho,443,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Seine,Coho,1491,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Gillnet,Pink,184761,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Seine,Pink,621895,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Troll,Pink,460,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Gillnet,Sockeye,73300,7/10/2005,73,2005,7
073 JUL 10 - JUL 16,Seine,Sockeye,11034,7/10/2005,73,2005,7
073 JUL 16 - JUL 22,Gillnet,Chinook,21680,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Troll,Chinook,92172,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Gillnet,Chum,234754,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Seine,Chum,43655,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Gillnet,Coho,1447,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Seine,Coho,433,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Troll,Coho,3629,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Gillnet,Pink,94872,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Seine,Pink,90291,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Troll,Pink,7879,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Gillnet,Sockeye,497279,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Seine,Sockeye,161118,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Troll,Sockeye,45,7/16/2006,73,2006,7
073 JUL 16 - JUL 22,Gillnet,Steelhead,42,7/16/2006,73,2006,7
073 JUL 15 - JUL 21,Gillnet,Chinook,19598,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Seine,Chinook,27,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Troll,Chinook,76047,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Gillnet,Chum,227754,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Seine,Chum,107730,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Troll,Chum,418,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Gillnet,Coho,3307,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Seine,Coho,9093,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Troll,Coho,4215,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Gillnet,Pink,32552,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Seine,Pink,890232,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Troll,Pink,19176,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Gillnet,Sockeye,443880,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Seine,Sockeye,50165,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Troll,Sockeye,856,7/15/2007,73,2007,7
073 JUL 15 - JUL 21,Gillnet,Steelhead,6,7/15/2007,73,2007,7
073 JUL 13 - JUL 19,Gillnet,Chinook,12685,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Troll,Chinook,58975,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Gillnet,Chum,33502,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Seine,Chum,1124,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Gillnet,Coho,707,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Troll,Coho,1278,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Gillnet,Pink,14458,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Seine,Pink,5368,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Troll,Pink,6578,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Gillnet,Sockeye,477216,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Seine,Sockeye,6196,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Troll,Sockeye,66,7/13/2008,73,2008,7
073 JUL 13 - JUL 19,Gillnet,Steelhead,110,7/13/2008,73,2008,7
073 JUL 12 - JUL 18,Gillnet,Chinook,6265,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Troll,Chinook,118081,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Gillnet,Chum,60530,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Seine,Chum,3141,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Troll,Chum,242,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Gillnet,Coho,1146,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Troll,Coho,6463,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Gillnet,Pink,121495,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Seine,Pink,305615,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Troll,Pink,14326,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Gillnet,Sockeye,92696,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Seine,Sockeye,19689,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Troll,Sockeye,51,7/12/2009,73,2009,7
073 JUL 12 - JUL 18,Gillnet,Steelhead,66,7/12/2009,73,2009,7
073 JUL 11 - JUL 17,Gillnet,Chinook,8696,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Troll,Chinook,89026,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Gillnet,Chum,11508,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Seine,Chum,54,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Troll,Chum,54,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Gillnet,Coho,1240,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Troll,Coho,8625,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Gillnet,Pink,36307,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Seine,Pink,8814,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Troll,Pink,3602,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Gillnet,Sockeye,149254,7/11/2010,73,2010,7
073 JUL 11 - JUL 17,Seine,Sockeye,70838,7/11/2010,73,2010,7
073 JUL 10 - JUL 16,Gillnet,Chinook,16020,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Gillnet,Chum,12916,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Troll,Chum,12,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Gillnet,Coho,316,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Troll,Coho,75479,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Gillnet,Pink,3753,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Seine,Pink,40436,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Troll,Pink,14720,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Gillnet,Sockeye,240772,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Seine,Sockeye,74278,7/10/2011,73,2011,7
073 JUL 10 - JUL 16,Troll,Sockeye,348,7/10/2011,73,2011,7
073 JUL 15 - JUL 21,Gillnet,Chinook,5966,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Troll,Chinook,60871,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Gillnet,Chum,90201,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Seine,Chum,102463,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Gillnet,Coho,473,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Troll,Coho,5471,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Gillnet,Pink,8040,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Seine,Pink,33886,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Troll,Pink,5737,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Gillnet,Sockeye,457767,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Seine,Sockeye,5266,7/15/2012,73,2012,7
073 JUL 15 - JUL 21,Troll,Sockeye,23,7/15/2012,73,2012,7
074 JUL 21 - JUL 27,Gillnet,Chinook,27784,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Chinook,8855,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Gillnet,Chum,290227,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Chum,335121,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Troll,Chum,22228,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Gillnet,Coho,49177,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Coho,61776,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Troll,Coho,294649,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Gillnet,Pink,244253,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Pink,1071503,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Troll,Pink,165482,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Gillnet,Sockeye,2417894,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Sockeye,1470842,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Troll,Sockeye,25847,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Gillnet,Steelhead,355,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Seine,Steelhead,110,7/21/1996,74,1996,7
074 JUL 21 - JUL 27,Troll,Steelhead,8,7/21/1996,74,1996,7
074 JUL 20 - JUL 26,Gillnet,Chinook,23870,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Chinook,4109,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Chinook,232283,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Gillnet,Chum,137105,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Chum,242825,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Chum,78183,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Gillnet,Coho,18646,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Coho,1405,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Coho,106964,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Gillnet,Pink,257281,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Pink,756420,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Pink,201965,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Gillnet,Sockeye,1035365,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Sockeye,515731,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Sockeye,47269,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Gillnet,Steelhead,120,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Seine,Steelhead,6,7/20/1997,74,1997,7
074 JUL 20 - JUL 26,Troll,Steelhead,5,7/20/1997,74,1997,7
074 JUL 19 - JUL 25,Gillnet,Chinook,8067,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Seine,Chinook,1914,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Troll,Chinook,42101,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Gillnet,Chum,351291,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Seine,Chum,579872,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Troll,Chum,1188,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Gillnet,Coho,1277,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Gillnet,Pink,41260,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Seine,Pink,421863,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Troll,Pink,6649,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Gillnet,Sockeye,96495,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Seine,Sockeye,28308,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Troll,Sockeye,4827,7/19/1998,74,1998,7
074 JUL 19 - JUL 25,Gillnet,Steelhead,856,7/19/1998,74,1998,7
074 JUL 18 - JUL 24,Gillnet,Chinook,7069,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Troll,Chinook,63,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Gillnet,Chum,217650,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Seine,Chum,236510,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Troll,Chum,366,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Gillnet,Coho,192,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Gillnet,Pink,110916,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Seine,Pink,1391454,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Troll,Pink,4539,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Gillnet,Sockeye,126867,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Seine,Sockeye,77614,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Troll,Sockeye,2057,7/18/1999,74,1999,7
074 JUL 18 - JUL 24,Gillnet,Steelhead,199,7/18/1999,74,1999,7
074 JUL 16 - JUL 22,Gillnet,Chinook,21770,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Troll,Chinook,78,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Gillnet,Chum,79861,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Seine,Chum,78043,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Troll,Chum,4,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Gillnet,Coho,240,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Gillnet,Pink,62174,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Seine,Pink,133803,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Troll,Pink,50,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Gillnet,Sockeye,1510169,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Seine,Sockeye,183438,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Troll,Sockeye,166,7/16/2000,74,2000,7
074 JUL 16 - JUL 22,Gillnet,Steelhead,4,7/16/2000,74,2000,7
074 JUL 22 - JUL 28,Gillnet,Chinook,18363,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Troll,Chinook,290,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Gillnet,Chum,239531,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Seine,Chum,74867,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Troll,Chum,2204,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Gillnet,Coho,338,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Seine,Coho,3,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Gillnet,Pink,89990,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Seine,Pink,720924,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Troll,Pink,63021,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Gillnet,Sockeye,1015846,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Seine,Sockeye,998475,7/22/2001,74,2001,7
074 JUL 22 - JUL 28,Troll,Sockeye,18429,7/22/2001,74,2001,7
074 JUL 21 - JUL 27,Gillnet,Chinook,14412,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Troll,Chinook,4532,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Gillnet,Chum,343059,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Seine,Chum,429514,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Gillnet,Coho,1560,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Troll,Coho,1230,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Gillnet,Pink,191667,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Seine,Pink,1291087,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Gillnet,Sockeye,441562,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Seine,Sockeye,301385,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Troll,Sockeye,6733,7/21/2002,74,2002,7
074 JUL 21 - JUL 27,Gillnet,Steelhead,13,7/21/2002,74,2002,7
074 JUL 20 - JUL 26,Gillnet,Chinook,8059,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Gillnet,Chum,308964,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Seine,Chum,778201,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Troll,Chum,71,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Gillnet,Coho,806,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Gillnet,Pink,320386,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Seine,Pink,3206444,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Troll,Pink,1307,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Gillnet,Sockeye,284228,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Seine,Sockeye,142418,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Troll,Sockeye,353,7/20/2003,74,2003,7
074 JUL 20 - JUL 26,Gillnet,Steelhead,3,7/20/2003,74,2003,7
074 JUL 18 - JUL 24,Gillnet,Chinook,14837,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Seine,Chinook,9,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Troll,Chinook,303044,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Gillnet,Chum,470562,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Seine,Chum,251039,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Troll,Chum,124,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Gillnet,Coho,3236,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Seine,Coho,4965,7/18/2004,74,2004,7
074 JUL 18 - JUL 24,Troll,Coho,58499,7/18/2004,74,2004,7
