SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
HAKE,HAKE,BOTTOM OTTER TRAWL,Aug-97,593204,1997
HAKE,HAKE,MIDWATER TRAWL,Aug-97,8889956,1997
HAKE,HAKE,SALMON FREEZER TROLL,Aug-97,33,1997
HALIBUT,HALIBUT,LONGLINE,Aug-97,445969,1997
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Aug-97,218,1997
HERRING,BAIT HERRING,DIP NET,Aug-97,211,1997
HERRING,BAIT HERRING,HERRING DRIFT NET,Aug-97,28,1997
HERRING,BAIT HERRING,HERRING PURSE SEINE,Aug-97,6398,1997
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Aug-97,57190,1997
LINGCOD,LINGCOD,LONGLINE,Aug-97,24187,1997
LINGCOD,LINGCOD,MIDWATER TRAWL,Aug-97,3,1997
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Aug-97,2694,1997
LINGCOD,LINGCOD,SALMON GILLNET,Aug-97,11,1997
LINGCOD,LINGCOD,SALMON TROLL,Aug-97,1578,1997
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Aug-97,18158,1997
MACKEREL,MACKEREL,SALMON FREEZER TROLL,Aug-97,41,1997
OTHER FISH,HAGFISH,BOTTOM OTTER TRAWL,Aug-97,10,1997
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Aug-97,3194,1997
OTHER FISH,OTHER FISH,LONGLINE,Aug-97,210,1997
OTHER FISH,OTHER FISH,SALMON FREEZER TROLL,Aug-97,4,1997
OTHER FISH,OTHER FISH,SALMON GILLNET,Aug-97,2,1997
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Aug-97,25235,1997
OTHER GROUNDFISH,SHARK,BOTTOM OTTER TRAWL,Aug-97,52,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Aug-97,96,1997
OTHER GROUNDFISH,IDIOT,LONGLINE,Aug-97,420,1997
OTHER GROUNDFISH,SHARK,LONGLINE,Aug-97,20,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Aug-97,3575,1997
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Aug-97,44911,1997
PACIFIC COD,PACIFIC COD,LONGLINE,Aug-97,103,1997
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Aug-97,4,1997
PACIFIC COD,PACIFIC COD,SALMON TROLL,Aug-97,3,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Aug-97,259159,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Aug-97,4,1997
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Aug-97,11222,1997
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Aug-97,1452,1997
REDUCTION,REDUCTION,LONGLINE,Aug-97,6719,1997
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Aug-97,39519,1997
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Aug-97,192209,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Aug-97,365,1997
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Aug-97,125657,1997
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Aug-97,23,1997
ROCKFISH,GREENIES,LONGLINE,Aug-97,888,1997
ROCKFISH,OTHER ROCKFISH,LONGLINE,Aug-97,86101,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Aug-97,35124,1997
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Aug-97,29,1997
ROCKFISH,GREENIES,MIDWATER TRAWL,Aug-97,24550,1997
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Aug-97,8958,1997
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Aug-97,3823,1997
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Aug-97,906,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Aug-97,19,1997
ROCKFISH,GREENIES,SALMON TROLL,Aug-97,6408,1997
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Aug-97,1051,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Aug-97,33,1997
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Aug-97,7752,1997
SABLEFISH,SABLEFISH,LONGLINE,Aug-97,14094,1997
SABLEFISH,SABLEFISH,TRAP,Aug-97,139289,1997
SALMON,CHINOOK,SALMON GILLNET,Aug-97,165948,1997
SALMON,CHUM,SALMON GILLNET,Aug-97,671205,1997
SALMON,COHO,SALMON GILLNET,Aug-97,28307,1997
SALMON,PINK,SALMON GILLNET,Aug-97,588055,1997
SALMON,SOCKEYE,SALMON GILLNET,Aug-97,4276119,1997
SALMON,STEELHEAD,SALMON GILLNET,Aug-97,355,1997
SALMON,CHINOOK,SALMON SEINE,Aug-97,6051,1997
SALMON,CHUM,SALMON SEINE,Aug-97,411274,1997
SALMON,COHO,SALMON SEINE,Aug-97,33269,1997
SALMON,PINK,SALMON SEINE,Aug-97,5005432,1997
SALMON,SOCKEYE,SALMON SEINE,Aug-97,8664486,1997
SALMON,STEELHEAD,SALMON SEINE,Aug-97,117,1997
SALMON,CHINOOK,SALMON TROLL,Aug-97,282541,1997
SALMON,CHUM,SALMON TROLL,Aug-97,55138,1997
SALMON,COHO,SALMON TROLL,Aug-97,353013,1997
SALMON,PINK,SALMON TROLL,Aug-97,1317423,1997
SALMON,SOCKEYE,SALMON TROLL,Aug-97,3858731,1997
SALMON,STEELHEAD,SALMON TROLL,Aug-97,45,1997
SKATE,SKATE,BOTTOM OTTER TRAWL,Aug-97,25464,1997
SKATE,SKATE,LONGLINE,Aug-97,1670,1997
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Aug-97,10794,1997
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Aug-97,1384,1997
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Aug-97,140186,1997
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Aug-97,18189,1997
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Aug-97,3391,1997
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Aug-97,7536,1997
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Aug-97,79593,1997
SOLE,BRILL SOLE,LONGLINE,Aug-97,4,1997
SOLE,LEMON SOLE,LONGLINE,Aug-97,1,1997
SOLE,ROCK SOLE,LONGLINE,Aug-97,72,1997
TUNA,TUNA,NON-SALMON HAND JIG,Aug-97,107,1997
TUNA,TUNA,SALMON FREEZER TROLL,Aug-97,20942,1997
TUNA,TUNA,SALMON TROLL,Aug-97,1062,1997
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Aug-97,94697,1997
TURBOT,TURBOT,LONGLINE,Aug-97,5,1997
TURBOT,TURBOT,MIDWATER TRAWL,Aug-97,258,1997
TURBOT,TURBOT,SALMON FREEZER TROLL,Aug-97,142,1997
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Sep-97,21303,1997
DOGFISH,DOGFISH,LONGLINE,Sep-97,82441,1997
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Sep-97,7,1997
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Sep-97,3417,1997
FLOUNDER,FLOUNDER,LONGLINE,Sep-97,5,1997
HAKE,HAKE,BOTTOM OTTER TRAWL,Sep-97,1053163,1997
HAKE,HAKE,MIDWATER TRAWL,Sep-97,9597559,1997
HALIBUT,HALIBUT,LONGLINE,Sep-97,716461,1997
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Sep-97,231,1997
HERRING,BAIT HERRING,DIP NET,Sep-97,606,1997
HERRING,BAIT HERRING,HERRING DRIFT NET,Sep-97,14,1997
HERRING,BAIT HERRING,HERRING PURSE SEINE,Sep-97,3803,1997
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Sep-97,101201,1997
LINGCOD,LINGCOD,LONGLINE,Sep-97,59050,1997
LINGCOD,LINGCOD,MIDWATER TRAWL,Sep-97,191,1997
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Sep-97,2474,1997
LINGCOD,LINGCOD,SALMON GILLNET,Sep-97,420,1997
LINGCOD,LINGCOD,SALMON TROLL,Sep-97,6688,1997
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Sep-97,86630,1997
MACKEREL,MACKEREL,LONGLINE,Sep-97,5,1997
MACKEREL,MACKEREL,MIDWATER TRAWL,Sep-97,221,1997
MACKEREL,MACKEREL,SALMON FREEZER TROLL,Sep-97,71,1997
MACKEREL,MACKEREL,SALMON TROLL,Sep-97,24,1997
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Sep-97,6871,1997
OTHER FISH,OTHER FISH,LONGLINE,Sep-97,5831,1997
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Sep-97,37738,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Sep-97,122,1997
OTHER GROUNDFISH,IDIOT,LONGLINE,Sep-97,1800,1997
OTHER GROUNDFISH,SHARK,LONGLINE,Sep-97,269,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Sep-97,5669,1997
OTHER GROUNDFISH,SHARK,SALMON FREEZER TROLL,Sep-97,43,1997
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Sep-97,61272,1997
PACIFIC COD,PACIFIC COD,LONGLINE,Sep-97,300,1997
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Sep-97,11,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Sep-97,589864,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Sep-97,22,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Sep-97,13280,1997
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Sep-97,11922,1997
POLLOCK,POLLOCK,MIDWATER TRAWL,Sep-97,82,1997
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Sep-97,3307,1997
REDUCTION,REDUCTION,LONGLINE,Sep-97,2639,1997
ROCKFISH,SILVER PERCH,BEACH SEINE,Sep-97,20,1997
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Sep-97,140830,1997
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Sep-97,482908,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Sep-97,2527,1997
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Sep-97,212755,1997
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Sep-97,88,1997
ROCKFISH,GREENIES,LONGLINE,Sep-97,2019,1997
ROCKFISH,OTHER ROCKFISH,LONGLINE,Sep-97,119249,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Sep-97,70525,1997
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Sep-97,61,1997
ROCKFISH,SILVER PERCH,LONGLINE,Sep-97,7,1997
ROCKFISH,GREENIES,MIDWATER TRAWL,Sep-97,177320,1997
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Sep-97,121798,1997
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Sep-97,4421,1997
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Sep-97,5060,1997
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Sep-97,3425,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Sep-97,105,1997
ROCKFISH,GREENIES,SALMON TROLL,Sep-97,1274,1997
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Sep-97,655,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Sep-97,8,1997
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Sep-97,13226,1997
SABLEFISH,SABLEFISH,LONGLINE,Sep-97,80217,1997
SABLEFISH,SABLEFISH,TRAP,Sep-97,222025,1997
SALMON,CHINOOK,SALMON GILLNET,Sep-97,18868,1997
SALMON,CHUM,SALMON GILLNET,Sep-97,215857,1997
SALMON,COHO,SALMON GILLNET,Sep-97,5521,1997
SALMON,PINK,SALMON GILLNET,Sep-97,12025,1997
SALMON,SOCKEYE,SALMON GILLNET,Sep-97,12987,1997
SALMON,STEELHEAD,SALMON GILLNET,Sep-97,108,1997
SALMON,CHINOOK,SALMON SEINE,Sep-97,14,1997
SALMON,CHUM,SALMON SEINE,Sep-97,584410,1997
SALMON,COHO,SALMON SEINE,Sep-97,2283,1997
SALMON,PINK,SALMON SEINE,Sep-97,1822994,1997
SALMON,SOCKEYE,SALMON SEINE,Sep-97,656462,1997
SALMON,CHINOOK,SALMON TROLL,Sep-97,104644,1997
SALMON,CHUM,SALMON TROLL,Sep-97,11899,1997
SALMON,COHO,SALMON TROLL,Sep-97,25030,1997
SALMON,PINK,SALMON TROLL,Sep-97,357780,1997
SALMON,SOCKEYE,SALMON TROLL,Sep-97,346096,1997
SKATE,SKATE,BOTTOM OTTER TRAWL,Sep-97,52313,1997
SKATE,SKATE,LONGLINE,Sep-97,4372,1997
SMELT,SMELT,SET NET,Sep-97,2,1997
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Sep-97,15579,1997
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Sep-97,1139,1997
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Sep-97,140291,1997
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Sep-97,52584,1997
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Sep-97,2752,1997
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Sep-97,20260,1997
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Sep-97,139279,1997
SOLE,BRILL SOLE,LONGLINE,Sep-97,27,1997
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Sep-97,5,1997
SOLE,LEMON SOLE,LONGLINE,Sep-97,1,1997
SOLE,ROCK SOLE,LONGLINE,Sep-97,119,1997
TUNA,TUNA,LONGLINE,Sep-97,147,1997
TUNA,TUNA,NON-SALMON HAND JIG,Sep-97,13095,1997
TUNA,TUNA,SALMON FREEZER TROLL,Sep-97,20400,1997
TUNA,TUNA,SALMON TROLL,Sep-97,459,1997
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Sep-97,272388,1997
TURBOT,TURBOT,MIDWATER TRAWL,Sep-97,324,1997
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Oct-97,24019,1997
DOGFISH,DOGFISH,LONGLINE,Oct-97,11764,1997
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Oct-97,14,1997
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Oct-97,3096,1997
HAKE,HAKE,BOTTOM OTTER TRAWL,Oct-97,713239,1997
HAKE,HAKE,MIDWATER TRAWL,Oct-97,6441771,1997
HALIBUT,HALIBUT,LONGLINE,Oct-97,867839,1997
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Oct-97,893,1997
HERRING,BAIT HERRING,DIP NET,Oct-97,776,1997
HERRING,BAIT HERRING,HERRING DRIFT NET,Oct-97,267,1997
HERRING,BAIT HERRING,HERRING PURSE SEINE,Oct-97,2917,1997
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Oct-97,66885,1997
LINGCOD,LINGCOD,LONGLINE,Oct-97,69772,1997
LINGCOD,LINGCOD,MIDWATER TRAWL,Oct-97,1261,1997
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Oct-97,451,1997
LINGCOD,LINGCOD,SALMON TROLL,Oct-97,1797,1997
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Oct-97,55485,1997
MACKEREL,MACKEREL,MIDWATER TRAWL,Oct-97,3424,1997
MACKEREL,MACKEREL,SALMON FREEZER TROLL,Oct-97,8,1997
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Oct-97,6995,1997
OTHER FISH,OTHER FISH,LONGLINE,Oct-97,121,1997
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Oct-97,49,1997
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Oct-97,55414,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Oct-97,90,1997
OTHER GROUNDFISH,IDIOT,LONGLINE,Oct-97,3192,1997
OTHER GROUNDFISH,SHARK,LONGLINE,Oct-97,28,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Oct-97,3460,1997
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Oct-97,57103,1997
PACIFIC COD,PACIFIC COD,LONGLINE,Oct-97,69,1997
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Oct-97,257,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Oct-97,551419,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Oct-97,10,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Oct-97,871,1997
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Oct-97,50487,1997
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Oct-97,4222,1997
REDUCTION,REDUCTION,LONGLINE,Oct-97,10874,1997
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Oct-97,173843,1997
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Oct-97,361932,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Oct-97,268,1997
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Oct-97,157232,1997
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Oct-97,39,1997
ROCKFISH,GREENIES,LONGLINE,Oct-97,1124,1997
ROCKFISH,OTHER ROCKFISH,LONGLINE,Oct-97,88215,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Oct-97,28436,1997
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Oct-97,558,1997
ROCKFISH,GREENIES,MIDWATER TRAWL,Oct-97,282062,1997
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Oct-97,198213,1997
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Oct-97,4538,1997
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Oct-97,157,1997
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Oct-97,282,1997
ROCKFISH,GREENIES,SALMON TROLL,Oct-97,2,1997
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Oct-97,59,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON TROLL,Oct-97,3,1997
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Oct-97,19921,1997
SABLEFISH,SABLEFISH,LONGLINE,Oct-97,96513,1997
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Oct-97,4,1997
SABLEFISH,SABLEFISH,TRAP,Oct-97,270481,1997
SALMON,CHINOOK,SALMON GILLNET,Oct-97,1837,1997
SALMON,CHUM,SALMON GILLNET,Oct-97,1438325,1997
SALMON,COHO,SALMON GILLNET,Oct-97,166,1997
SALMON,PINK,SALMON GILLNET,Oct-97,18,1997
SALMON,SOCKEYE,SALMON GILLNET,Oct-97,11,1997
SALMON,CHUM,SALMON SEINE,Oct-97,3572158,1997
SALMON,SOCKEYE,SALMON SEINE,Oct-97,2,1997
SALMON,CHINOOK,SALMON TROLL,Oct-97,16518,1997
SALMON,CHUM,SALMON TROLL,Oct-97,257,1997
SALMON,COHO,SALMON TROLL,Oct-97,275,1997
SALMON,PINK,SALMON TROLL,Oct-97,7399,1997
SALMON,SOCKEYE,SALMON TROLL,Oct-97,3164,1997
SKATE,SKATE,BOTTOM OTTER TRAWL,Oct-97,84767,1997
SKATE,SKATE,LONGLINE,Oct-97,8258,1997
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Oct-97,16611,1997
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Oct-97,604,1997
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Oct-97,219731,1997
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Oct-97,64818,1997
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Oct-97,5751,1997
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Oct-97,43884,1997
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Oct-97,96212,1997
SOLE,BRILL SOLE,LONGLINE,Oct-97,7,1997
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Oct-97,9,1997
SOLE,MIXED SOLE,LONGLINE,Oct-97,2,1997
SOLE,ROCK SOLE,LONGLINE,Oct-97,106,1997
SOLE,BRILL SOLE,MIDWATER TRAWL,Oct-97,122,1997
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Oct-97,453,1997
SOLE,LEMON SOLE,MIDWATER TRAWL,Oct-97,4155,1997
STURGEON,STURGEON,BOTTOM OTTER TRAWL,Oct-97,92,1997
TUNA,TUNA,SALMON FREEZER TROLL,Oct-97,15594,1997
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Oct-97,111967,1997
TURBOT,TURBOT,MIDWATER TRAWL,Oct-97,208,1997
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Nov-97,2954,1997
DOGFISH,DOGFISH,LONGLINE,Nov-97,28554,1997
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Nov-97,6737,1997
HAKE,HAKE,BOTTOM OTTER TRAWL,Nov-97,179843,1997
HAKE,HAKE,MIDWATER TRAWL,Nov-97,1210625,1997
HALIBUT,HALIBUT,LONGLINE,Nov-97,377966,1997
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Nov-97,547,1997
HERRING,BAIT HERRING,DIP NET,Nov-97,118,1997
HERRING,BAIT HERRING,HERRING DRIFT NET,Nov-97,542,1997
HERRING,BAIT HERRING,HERRING PURSE SEINE,Nov-97,1179,1997
HERRING,FOOD HERRING,HERRING PURSE SEINE,Nov-97,164157,1997
HERRING,POND HERRING,HERRING PURSE SEINE,Nov-97,121836,1997
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Nov-97,79811,1997
LINGCOD,LINGCOD,LONGLINE,Nov-97,96261,1997
LINGCOD,LINGCOD,MIDWATER TRAWL,Nov-97,657,1997
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Nov-97,9604,1997
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Nov-97,4361,1997
OTHER FISH,OTHER FISH,LONGLINE,Nov-97,54,1997
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Nov-97,14,1997
OTHER FISH,OTHER FISH,OTHER SEINE,Nov-97,19739,1997
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Nov-97,30417,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Nov-97,260,1997
OTHER GROUNDFISH,IDIOT,LONGLINE,Nov-97,1234,1997
OTHER GROUNDFISH,SHARK,LONGLINE,Nov-97,16,1997
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Nov-97,1994,1997
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Nov-97,112,1997
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Nov-97,46615,1997
PACIFIC COD,PACIFIC COD,LONGLINE,Nov-97,68,1997
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Nov-97,88,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Nov-97,404331,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Nov-97,1,1997
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Nov-97,470,1997
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Nov-97,53226,1997
POLLOCK,POLLOCK,MIDWATER TRAWL,Nov-97,373179,1997
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Nov-97,2457,1997
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Nov-97,166090,1997
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Nov-97,328448,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Nov-97,311,1997
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Nov-97,78544,1997
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Nov-97,37,1997
ROCKFISH,GREENIES,LONGLINE,Nov-97,649,1997
ROCKFISH,OTHER ROCKFISH,LONGLINE,Nov-97,65750,1997
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Nov-97,18722,1997
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Nov-97,372,1997
ROCKFISH,GREENIES,MIDWATER TRAWL,Nov-97,219388,1997
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Nov-97,335332,1997
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Nov-97,725,1997
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Nov-97,7073,1997
SABLEFISH,SABLEFISH,LONGLINE,Nov-97,36078,1997
SABLEFISH,SABLEFISH,TRAP,Nov-97,403622,1997
SALMON,CHINOOK,SALMON GILLNET,Nov-97,33,1997
SALMON,CHUM,SALMON GILLNET,Nov-97,94494,1997
SALMON,COHO,SALMON GILLNET,Nov-97,15,1997
SALMON,STEELHEAD,SALMON GILLNET,Nov-97,4,1997
SALMON,CHUM,SALMON SEINE,Nov-97,153672,1997
SKATE,SKATE,BOTTOM OTTER TRAWL,Nov-97,273045,1997
SKATE,SKATE,LONGLINE,Nov-97,1826,1997
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Nov-97,12810,1997
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Nov-97,1084,1997
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Nov-97,132569,1997
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Nov-97,106922,1997
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Nov-97,3906,1997
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Nov-97,58190,1997
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Nov-97,33284,1997
SOLE,BRILL SOLE,LONGLINE,Nov-97,1,1997
SOLE,MIXED SOLE,LONGLINE,Nov-97,5,1997
SOLE,ROCK SOLE,LONGLINE,Nov-97,178,1997
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Nov-97,93,1997
SOLE,LEMON SOLE,MIDWATER TRAWL,Nov-97,139,1997
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Nov-97,152,1997
SOLE,ROCK SOLE,MIDWATER TRAWL,Nov-97,102,1997
STURGEON,STURGEON,BOTTOM OTTER TRAWL,Nov-97,7,1997
TUNA,TUNA,LONGLINE,Nov-97,100,1997
