WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
073 JUL 12 - JUL 18,Gillnet,Pink,14634,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Gillnet,Pink,12489,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Gillnet,Pink,22300,7/9/2000,73,2000,7,
073 JUL 15 - JUL 21,Gillnet,Pink,23659,7/15/2001,73,2001,7,
073 JUL 14 - JUL 20,Gillnet,Pink,17756,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Gillnet,Pink,44112,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Gillnet,Pink,20040,7/11/2004,73,2004,7,
073 JUL 10 - JUL 16,Gillnet,Pink,46128,7/10/2005,73,2005,7,
073 JUL 16 - JUL 22,Gillnet,Pink,23396,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Gillnet,Pink,9741,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Gillnet,Pink,5963,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Gillnet,Pink,46452,7/12/2009,73,2009,7,
073 JUL 11 - JUL 17,Gillnet,Pink,15358,7/11/2010,73,2010,7,
073 JUL 10 - JUL 16,Gillnet,Pink,2069,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Gillnet,Pink,3096,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Seine,Pink,155294,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Seine,Pink,125570,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Seine,Pink,54282,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Seine,Pink,63825,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Seine,Pink,44579,7/9/2000,73,2000,7,
073 JUL 15 - JUL 21,Seine,Pink,109012,7/15/2001,73,2001,7,
073 JUL 14 - JUL 20,Seine,Pink,50323,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Seine,Pink,586377,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Seine,Pink,80277,7/11/2004,73,2004,7,
073 JUL 10 - JUL 16,Seine,Pink,205655,7/10/2005,73,2005,7,
073 JUL 16 - JUL 22,Seine,Pink,33839,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Seine,Pink,412147,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Seine,Pink,2959,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Seine,Pink,151596,7/12/2009,73,2009,7,
073 JUL 11 - JUL 17,Seine,Pink,4566,7/11/2010,73,2010,7,
073 JUL 10 - JUL 16,Seine,Pink,39224,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Seine,Pink,27029,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Troll,Pink,93796,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Troll,Pink,43395,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Troll,Pink,1277,7/12/1998,73,1998,7,
073 JUL 15 - JUL 21,Troll,Pink,4016,7/15/2001,73,2001,7,
073 JUL 13 - JUL 19,Troll,Pink,867,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Troll,Pink,4316,7/11/2004,73,2004,7,
073 JUL 10 - JUL 16,Troll,Pink,354,7/10/2005,73,2005,7,
073 JUL 16 - JUL 22,Troll,Pink,8291,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Troll,Pink,22312,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Troll,Pink,7481,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Troll,Pink,14594,7/12/2009,73,2009,7,
073 JUL 11 - JUL 17,Troll,Pink,5402,7/11/2010,73,2010,7,
073 JUL 10 - JUL 16,Troll,Pink,23109,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Troll,Pink,7500,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Gillnet,Sockeye,8523235,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Gillnet,Sockeye,3886826,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Gillnet,Sockeye,1147584,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Gillnet,Sockeye,913894,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Gillnet,Sockeye,4243525,7/9/2000,73,2000,7,
073 JUL 15 - JUL 21,Gillnet,Sockeye,4588349,7/15/2001,73,2001,7,
073 JUL 14 - JUL 20,Gillnet,Sockeye,2769131,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Gillnet,Sockeye,3254899,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Gillnet,Sockeye,1364952,7/11/2004,73,2004,7,
073 JUL 10 - JUL 16,Gillnet,Sockeye,297703,7/10/2005,73,2005,7,
073 JUL 16 - JUL 22,Gillnet,Sockeye,1483942,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Gillnet,Sockeye,1541898,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Gillnet,Sockeye,1880622,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Gillnet,Sockeye,376104,7/12/2009,73,2009,7,
073 JUL 11 - JUL 17,Gillnet,Sockeye,418784,7/11/2010,73,2010,7,
073 JUL 10 - JUL 16,Gillnet,Sockeye,1001817,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Gillnet,Sockeye,2048625,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Seine,Sockeye,6453656,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Seine,Sockeye,1457367,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Seine,Sockeye,173429,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Seine,Sockeye,183170,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Seine,Sockeye,520865,7/9/2000,73,2000,7,
073 JUL 15 - JUL 21,Seine,Sockeye,286664,7/15/2001,73,2001,7,
073 JUL 14 - JUL 20,Seine,Sockeye,629308,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Seine,Sockeye,602550,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Seine,Sockeye,245149,7/11/2004,73,2004,7,
073 JUL 10 - JUL 16,Seine,Sockeye,44273,7/10/2005,73,2005,7,
073 JUL 16 - JUL 22,Seine,Sockeye,518592,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Seine,Sockeye,168103,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Seine,Sockeye,23905,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Seine,Sockeye,72924,7/12/2009,73,2009,7,
073 JUL 11 - JUL 17,Seine,Sockeye,195211,7/11/2010,73,2010,7,
073 JUL 10 - JUL 16,Seine,Sockeye,288207,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Seine,Sockeye,19613,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Troll,Sockeye,39821,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Troll,Sockeye,100547,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Troll,Sockeye,18694,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Troll,Sockeye,35517,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Troll,Sockeye,3183,7/9/2000,73,2000,7,
073 JUL 15 - JUL 21,Troll,Sockeye,6865,7/15/2001,73,2001,7,
073 JUL 14 - JUL 20,Troll,Sockeye,75234,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Troll,Sockeye,3450,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Troll,Sockeye,127,7/11/2004,73,2004,7,
073 JUL 16 - JUL 22,Troll,Sockeye,222,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Troll,Sockeye,4361,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Troll,Sockeye,319,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Troll,Sockeye,333,7/12/2009,73,2009,7,
073 JUL 10 - JUL 16,Troll,Sockeye,1639,7/10/2011,73,2011,7,
073 JUL 15 - JUL 21,Troll,Sockeye,117,7/15/2012,73,2012,7,
073 JUL 14 - JUL 20,Gillnet,Steelhead,293,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Gillnet,Steelhead,119,7/13/1997,73,1997,7,
073 JUL 12 - JUL 18,Gillnet,Steelhead,297,7/12/1998,73,1998,7,
073 JUL 11 - JUL 17,Gillnet,Steelhead,81,7/11/1999,73,1999,7,
073 JUL 09 - JUL 15,Gillnet,Steelhead,39,7/9/2000,73,2000,7,
073 JUL 14 - JUL 20,Gillnet,Steelhead,52,7/14/2002,73,2002,7,
073 JUL 13 - JUL 19,Gillnet,Steelhead,16,7/13/2003,73,2003,7,
073 JUL 11 - JUL 17,Gillnet,Steelhead,20,7/11/2004,73,2004,7,
073 JUL 16 - JUL 22,Gillnet,Steelhead,57,7/16/2006,73,2006,7,
073 JUL 15 - JUL 21,Gillnet,Steelhead,8,7/15/2007,73,2007,7,
073 JUL 13 - JUL 19,Gillnet,Steelhead,155,7/13/2008,73,2008,7,
073 JUL 12 - JUL 18,Gillnet,Steelhead,89,7/12/2009,73,2009,7,
073 JUL 14 - JUL 20,Seine,Steelhead,113,7/14/1996,73,1996,7,
073 JUL 13 - JUL 19,Seine,Steelhead,5,7/13/1997,73,1997,7,
073 JUL 13 - JUL 19,Troll,Steelhead,2,7/13/1997,73,1997,7,
074 JUL 21 - JUL 27,Gillnet,Chinook,90227,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Chinook,68897,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Gillnet,Chinook,23327,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Gillnet,Chinook,27861,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Gillnet,Chinook,98666,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Gillnet,Chinook,77959,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Gillnet,Chinook,43382,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Gillnet,Chinook,24996,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Gillnet,Chinook,64190,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Gillnet,Chinook,68431,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Gillnet,Chinook,83268,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Gillnet,Chinook,41235,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Gillnet,Chinook,49854,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Gillnet,Chinook,30223,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Gillnet,Chinook,11709,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Gillnet,Chinook,54978,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Gillnet,Chinook,26490,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Seine,Chinook,25105,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Seine,Chinook,11216,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Seine,Chinook,4409,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Seine,Chinook,35,7/18/2004,74,2004,7,
074 JUL 23 - JUL 29,Seine,Chinook,103,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Seine,Chinook,1,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Troll,Chinook,933210,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Troll,Chinook,150733,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Troll,Chinook,216,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Troll,Chinook,310,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Troll,Chinook,1015,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Troll,Chinook,16513,7/21/2002,74,2002,7,
074 JUL 18 - JUL 24,Troll,Chinook,1687483,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Troll,Chinook,822134,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Troll,Chinook,217646,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Troll,Chinook,329296,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Troll,Chinook,376542,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Troll,Chinook,141323,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Troll,Chinook,604242,7/18/2010,74,2010,7,
074 JUL 22 - JUL 28,Troll,Chinook,66570,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Gillnet,Chum,245973,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Chum,99000,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Gillnet,Chum,216893,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Gillnet,Chum,187132,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Gillnet,Chum,98620,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Gillnet,Chum,237626,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Gillnet,Chum,175728,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Gillnet,Chum,187932,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Gillnet,Chum,343402,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Gillnet,Chum,538306,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Gillnet,Chum,365053,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Gillnet,Chum,357336,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Gillnet,Chum,74812,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Gillnet,Chum,35859,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Gillnet,Chum,35,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Gillnet,Chum,33800,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Gillnet,Chum,297290,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Seine,Chum,262277,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Seine,Chum,182013,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Seine,Chum,370732,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Seine,Chum,187708,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Seine,Chum,91189,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Seine,Chum,70972,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Seine,Chum,198850,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Seine,Chum,548999,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Seine,Chum,204773,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Seine,Chum,478757,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Seine,Chum,296063,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Seine,Chum,208067,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Seine,Chum,10879,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Seine,Chum,8557,7/19/2009,74,2009,7,
074 JUL 17 - JUL 23,Seine,Chum,10524,7/17/2011,74,2011,7,
074 JUL 21 - JUL 27,Troll,Chum,27649,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Troll,Chum,96519,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Troll,Chum,1478,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Troll,Chum,665,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Troll,Chum,7,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Troll,Chum,2952,7/22/2001,74,2001,7,
074 JUL 20 - JUL 26,Troll,Chum,60,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Troll,Chum,184,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Troll,Chum,7,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Troll,Chum,5,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Troll,Chum,869,7/22/2007,74,2007,7,
074 JUL 19 - JUL 25,Troll,Chum,22,7/19/2009,74,2009,7,
074 JUL 17 - JUL 23,Troll,Chum,157,7/17/2011,74,2011,7,
074 JUL 21 - JUL 27,Gillnet,Coho,82641,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Coho,26823,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Gillnet,Coho,1929,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Gillnet,Coho,537,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Gillnet,Coho,624,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Gillnet,Coho,631,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Gillnet,Coho,1749,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Gillnet,Coho,1451,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Gillnet,Coho,8000,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Gillnet,Coho,29319,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Gillnet,Coho,7369,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Gillnet,Coho,11658,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Gillnet,Coho,5709,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Gillnet,Coho,4821,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Gillnet,Coho,9065,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Gillnet,Coho,5825,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Gillnet,Coho,2881,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Seine,Coho,103100,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Seine,Coho,2106,7/20/1997,74,1997,7,
074 JUL 22 - JUL 28,Seine,Coho,4,7/22/2001,74,2001,7,
074 JUL 18 - JUL 24,Seine,Coho,7662,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Seine,Coho,51314,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Seine,Coho,5824,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Seine,Coho,31581,7/22/2007,74,2007,7,
074 JUL 21 - JUL 27,Troll,Coho,745957,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Troll,Coho,283294,7/20/1997,74,1997,7,
074 JUL 21 - JUL 27,Troll,Coho,1668,7/21/2002,74,2002,7,
074 JUL 18 - JUL 24,Troll,Coho,190486,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Troll,Coho,41483,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Troll,Coho,127170,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Troll,Coho,32250,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Troll,Coho,246,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Troll,Coho,62423,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Troll,Coho,52763,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Troll,Coho,984901,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Troll,Coho,249521,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Gillnet,Pink,138420,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Pink,121385,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Gillnet,Pink,22744,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Gillnet,Pink,56379,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Gillnet,Pink,32925,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Gillnet,Pink,31855,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Gillnet,Pink,59324,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Gillnet,Pink,42872,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Gillnet,Pink,27627,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Gillnet,Pink,75744,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Gillnet,Pink,60482,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Gillnet,Pink,57908,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Gillnet,Pink,9405,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Gillnet,Pink,62546,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Gillnet,Pink,455,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Gillnet,Pink,9999,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Gillnet,Pink,13059,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Seine,Pink,625993,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Seine,Pink,366873,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Seine,Pink,306913,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Seine,Pink,828252,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Seine,Pink,88495,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Seine,Pink,270190,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Seine,Pink,426950,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Seine,Pink,954305,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Seine,Pink,212236,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Seine,Pink,799204,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Seine,Pink,60517,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Seine,Pink,897056,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Seine,Pink,13430,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Seine,Pink,1084359,7/19/2009,74,2009,7,
074 JUL 17 - JUL 23,Seine,Pink,201638,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Seine,Pink,19714,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Troll,Pink,136656,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Troll,Pink,160509,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Troll,Pink,7462,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Troll,Pink,8304,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Troll,Pink,106,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Troll,Pink,61854,7/22/2001,74,2001,7,
074 JUL 20 - JUL 26,Troll,Pink,2620,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Troll,Pink,6016,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Troll,Pink,6768,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Troll,Pink,5361,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Troll,Pink,17184,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Troll,Pink,2047,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Troll,Pink,3457,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Troll,Pink,6207,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Troll,Pink,19267,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Troll,Pink,3348,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Gillnet,Sockeye,12303603,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Sockeye,3368348,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Gillnet,Sockeye,554808,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Gillnet,Sockeye,921062,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Gillnet,Sockeye,7004978,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Gillnet,Sockeye,3360231,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Gillnet,Sockeye,1608204,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Gillnet,Sockeye,1055276,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Gillnet,Sockeye,1048922,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Gillnet,Sockeye,189260,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Gillnet,Sockeye,1315745,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Gillnet,Sockeye,738844,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Gillnet,Sockeye,1865158,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Gillnet,Sockeye,450847,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Gillnet,Sockeye,197970,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Gillnet,Sockeye,1365272,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Gillnet,Sockeye,1182429,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Seine,Sockeye,7317485,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Seine,Sockeye,1716982,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Seine,Sockeye,171624,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Seine,Sockeye,557812,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Seine,Sockeye,833045,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Seine,Sockeye,3147769,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Seine,Sockeye,1162760,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Seine,Sockeye,540037,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Seine,Sockeye,459905,7/18/2004,74,2004,7,
074 JUL 17 - JUL 23,Seine,Sockeye,128880,7/17/2005,74,2005,7,
074 JUL 23 - JUL 29,Seine,Sockeye,256818,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Seine,Sockeye,389498,7/22/2007,74,2007,7,
074 JUL 20 - JUL 26,Seine,Sockeye,491019,7/20/2008,74,2008,7,
074 JUL 19 - JUL 25,Seine,Sockeye,175446,7/19/2009,74,2009,7,
074 JUL 18 - JUL 24,Seine,Sockeye,152905,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Seine,Sockeye,347820,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Seine,Sockeye,1219799,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Troll,Sockeye,163980,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Troll,Sockeye,223552,7/20/1997,74,1997,7,
074 JUL 19 - JUL 25,Troll,Sockeye,31020,7/19/1998,74,1998,7,
074 JUL 18 - JUL 24,Troll,Sockeye,14165,7/18/1999,74,1999,7,
074 JUL 16 - JUL 22,Troll,Sockeye,955,7/16/2000,74,2000,7,
074 JUL 22 - JUL 28,Troll,Sockeye,76750,7/22/2001,74,2001,7,
074 JUL 21 - JUL 27,Troll,Sockeye,33359,7/21/2002,74,2002,7,
074 JUL 20 - JUL 26,Troll,Sockeye,2070,7/20/2003,74,2003,7,
074 JUL 18 - JUL 24,Troll,Sockeye,833,7/18/2004,74,2004,7,
074 JUL 23 - JUL 29,Troll,Sockeye,2362,7/23/2006,74,2006,7,
074 JUL 22 - JUL 28,Troll,Sockeye,6556,7/22/2007,74,2007,7,
074 JUL 18 - JUL 24,Troll,Sockeye,817,7/18/2010,74,2010,7,
074 JUL 17 - JUL 23,Troll,Sockeye,1467,7/17/2011,74,2011,7,
074 JUL 22 - JUL 28,Troll,Sockeye,704,7/22/2012,74,2012,7,
074 JUL 21 - JUL 27,Gillnet,Steelhead,621,7/21/1996,74,1996,7,
074 JUL 20 - JUL 26,Gillnet,Steelhead,173,7/20/1997,74,1997,7,
